作答ID,用户ID,开始时间,结束时间,作答总时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,国家,Province,City,Device,OS,Browser,Pixel,Randomisation,Gender,Age,Education,MotherLanguage,MotherLanguage_2,History_AI_Suage,JsPsych_1,JSPSYCH_2,DiagnosedMBTISelfTrait,MBTI_type,Intro_Extro,Intui_Sens,Felli_Think,Perc_Jude,MBTI_Match_Self_Content,SelfMBTI_1,SelfMBTI_2,SelfMBTI_3,SelfMBTI_4,SelfMBTI_5,SelfMBTI_6,SelfMBTI_7,SelfMBTI_8,SelfMBTI_9,SelfMBTI_10,SelfMBTI_11,SelfMBTI_12,SelfMBTI_13,SelfMBTI_14,SelfMBTI_15,SelfMBTI_16,BrandMBTI_1,BrandMBTI_2,BrandMBTI_3,BrandMBTI_4,BrandMBTI_5,BrandMBTI_6,BrandMBTI_7,BrandMBTI_8,BrandMBTI_9,BrandMBTI_10,BrandMBTI_11,BrandMBTI_12,BrandMBTI_13,BrandMBTI_14,BrandMBTI_15,BrandMBTI_16,InfluencerMBTI_1,InfluencerMBTI_2,InfluencerMBTI_3,InfluencerMBTI_4,InfluencerMBTI_5,InfluencerMBTI_6,InfluencerMBTI_7,InfluencerMBTI_8,InfluencerMBTI_9,InfluencerMBTI_10,InfluencerMBTI_11,InfluencerMBTI_12,InfluencerMBTI_13,InfluencerMBTI_14,InfluencerMBTI_15,InfluencerMBTI_16,ProjectiveMBTI_1,ProjectiveMBTI_2,ProjectiveMBTI_3,ProjectiveMBTI_4,ProjectiveMBTI_5,ProjectiveMBTI_6,ProjectiveMBTI_7,ProjectiveMBTI_8,ProjectiveMBTI_9,ProjectiveMBTI_10,ProjectiveMBTI_11,ProjectiveMBTI_12,ProjectiveMBTI_13,ProjectiveMBTI_14,ProjectiveMBTI_15,ProjectiveMBTI_16,Brand_Influencer_1,Brand_Influencer_2,Brand_Influencer_3,Brand_Influencer_4,Brand_Influencer_5,Brand_Influencer_6,Brand_Influencer_7,Brand_Influencer_8,Brand_Influencer_9,Brand_Influencer_10,Brand_Influencer_11,Brand_Influencer_12,TargetingGap_1_R,TargetingGap_2_R,TargetingGap_3_R,TargetingGap_4,TargetingGap_5_R,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5_R,ConversionGap_1,ConversionGap_2,ConversionGap_3,ConversionGap_4,ConversionGap_5,Relevance_1,Relevance_2,Relevance_3,Relevance_4,Relevance_5,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_1,Persuasiveness_2,Persuasiveness_3,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Persuasiveness_7,Persuasiveness_8,Persuasiveness_9,Excitement_1,Excitement_2,Excitement_3,Excitement_4,Excitement_5,Excitement_6,Excitement_7,Excitement_8,Excitement_9,Referencing_1,Referencing_2,Referencing_3,Referencing_4,Referencing_5,AdEngagement_1,AdEngagement_2,AdEngagement_3,AdEngagement_4,AdEngagement_5,AdEngagement_6,AdEngagement_7,AdEngagement_8,AdEngagement_9,AI_Interactivity,AI_Spontaneity,AI_Immersiveness,AI_Realtime,AI_Intimateness,AI_Empathy,AI_Serendipity,AI_Involvement,AI_Stereotype,AI_Inflexibility,AI_Out_of_Context,AI_Out_of_Memory,AI_Rigidity,AI_Semantic_Drift,AI_Staganance,AI_Low_Credibility,AI_Off_Topic,AI_Ethical_Guardrail,AI_Cultural_Inappropriateness,CAT_HumanLikeness,CAT_AlgorithmRestriction,AIChat_HumanlikeResponsiveness,AIChat_AlgorithmRestriction,Division_AIchatAttitude,Recall_Influencer,Recall_Brand,Recall_TalkObjective,Recall_Length_Talk,Awareness_AIChatbot
79,7YppRylM,2025-06-04 09:14:48,2025-06-04 09:41:57,1629,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,183.224.62.254,103.7978510,25.5015570,中国,云南省,曲靖市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_f2b100793fcb4f889fe41f5,ENTJ,12,2,1,2,2,2,4,2,4,2,5,4,2,5,5,4,5,4,5,4,5,4,4,5,4,4,5,5,5,4,4,4,3,4,5,5,5,4,5,4,4,5,4,4,5,4,5,5,3,4,5,4,5,5,4,5,5,3,4,4,5,5,4,3,3,4,5,5,4,5,5,5,5,4,4,4,4,3,5,4,5,5,1,2,2,2,2,4,5,3,3,2,4,5,2,1,1,4,5,5,3,4,3,4,3,5,4,5,4,4,5,4,4,5,4,4,5,5,4,5,5,4,4,4,3,4,4,5,2,4,3,4,5,5,5,3,4,3,5,4,4,4,3,4,2,4,2,1,1,2,2,1,1,2,1,1,1,1,1,2.30975,.646727272727273,1,16,16,2,3,3
80,me3ooJwe,2025-06-04 09:09:53,2025-06-04 09:29:05,1152,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,211.94.251.101,117.3514860,39.1701312,中国,天津市,市辖区,COMPUTER,Windows,Chrome,1536px*864px, ,1,2,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_34d1f538d9a649edb694a1a,ESFJ,14,2,2,1,2,2,4,2,3,2,5,4,5,4,3,5,5,4,4,4,4,3,4,5,4,4,5,3,4,4,4,3,2,3,4,4,2,4,4,5,4,4,4,5,4,4,5,4,2,3,4,5,4,4,3,2,4,5,4,5,4,3,4,2,4,4,5,4,4,5,4,5,4,5,4,4,5,5,4,4,4,5,3,2,2,2,2,4,5,4,4,2,2,4,2,2,2,4,4,5,3,4,4,3,3,4,4,4,4,3,4,5,4,4,5,2,3,4,4,4,5,4,3,2,2,3,4,4,2,4,3,4,4,5,3,2,4,3,4,5,3,4,2,4,2,3,2,2,1,2,2,3,2,2,2,3,2,1,2,2.0985,.975454545454545,2,7,7,3,1,3
81,KLOz0QX7,2025-06-04 09:01:16,2025-06-04 09:25:25,1449,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,39.144.99.161,111.0037278,35.0487264,中国,山西省,运城市,COMPUTER,Windows,Chrome,1280px*720px, ,2,1,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_f14b50e68be041d2bcb91fe,INFJ,2,1,1,1,2,2,4,5,2,4,4,4,4,4,3,4,5,4,4,4,3,2,4,3,4,4,4,5,3,4,4,4,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,4,3,2,2,2,2,3,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,5,4,4,5,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,4,2,4,4,3,3,3,4,4,4,2,4,5,5,1,2,2.14725,1.75790909090909,2,6,6,3,3,1
82,z7loYx5M,2025-06-04 09:04:56,2025-06-04 09:24:58,1202,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,58.208.93.190,120.6487312,30.9020710,中国,江苏省,苏州市,COMPUTER,Windows,Chrome,1440px*900px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_61a5a791681f4e9caf801e3,ENTP,11,2,1,2,1,2,4,3,3,2,4,4,3,4,4,3,5,4,4,4,3,3,4,4,3,5,4,4,5,4,5,4,4,5,5,4,3,4,3,4,4,3,4,4,5,4,5,3,4,3,5,3,4,4,4,4,3,5,4,4,5,4,4,3,4,3,4,4,5,4,4,4,5,4,4,5,4,5,4,5,4,4,2,2,1,2,2,4,4,3,4,1,4,3,3,2,2,4,4,4,3,4,5,4,3,4,4,5,4,4,3,4,4,5,4,3,4,4,5,4,4,5,4,3,4,5,3,4,4,4,3,4,3,4,5,3,4,3,4,3,4,5,3,3,4,5,3,2,1,2,2,1,2,2,1,2,2,1,1,2.377375,.856636363636364,1,12,12,3,4,3
83,G7XlaNB7,2025-06-04 09:01:12,2025-06-04 09:20:54,1182,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,182.145.64.204,105.0661380,29.5870800,中国,四川省,内江市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,1,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_7603ded55c504af88a4a594,ENFJ,10,2,1,1,2,2,5,3,4,4,4,5,5,5,3,4,4,5,5,5,5,4,5,5,4,4,5,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,5,5,4,4,4,4,4,5,3,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,4,5,2,1,1,1,2,4,5,5,5,2,4,4,1,1,1,4,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,4,4,5,2,1,1,1,1,1,2,2,1,1,1,2,1,2.788125,.608727272727273,3,8,8,2,4,4
84,xMoQ8YdL,2025-06-04 08:56:21,2025-06-04 09:13:03,1002,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,39.174.135.250,120.0738874,30.2993710,中国,浙江省,杭州市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,2,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_2fd3f4a318104da994a357a,INFJ,2,1,1,1,2,2,2,4,2,4,2,3,5,4,2,4,3,5,5,4,2,2,2,5,4,4,3,3,2,2,3,4,3,4,4,3,2,3,3,4,4,4,4,3,3,4,3,4,2,3,2,3,3,4,2,4,2,4,3,4,3,4,3,4,2,4,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,2,2,2,1,2,3,4,3,4,2,2,3,2,2,2,4,4,3,3,3,4,2,2,4,4,4,4,3,4,4,4,4,4,2,2,2,4,3,3,2,3,2,2,4,4,3,2,4,4,2,3,2,3,1,4,2,4,4,5,4,4,4,2,5,2,2,2,2,1,2,2,2,1,3,3,1,2,2.439,.923272727272727,2,6,6,3,3,4
85,leNdodq7,2025-06-04 08:41:55,2025-06-04 09:09:09,1634,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,39.129.165.165,102.8329000,24.8800000,中国,云南省,昆明市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_b8e5de31f57949119320ead,ENTP,11,2,1,2,1,2,4,2,5,5,5,4,3,5,5,3,5,5,4,5,5,4,4,4,5,4,5,5,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,5,5,5,4,3,5,4,5,4,4,4,5,5,5,4,5,4,5,4,4,5,2,4,4,5,5,4,5,4,4,4,5,4,5,5,4,5,4,1,2,1,1,1,4,4,5,4,1,4,5,2,2,1,4,5,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,4,5,4,5,5,4,5,4,4,4,4,4,5,5,4,5,4,4,4,5,4,5,5,4,5,4,4,5,4,5,4,4,1,2,2,1,2,3,1,1,1,2,1,2,1,2.703125,.724181818181818,3,12,12,2,5,1
86,xMoooPOM,2025-06-04 08:47:28,2025-06-04 08:59:45,737,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,1.192.188.207,113.6486130,34.7577780,中国,河南省,郑州市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_2d7c567cdf494cfa98956c0,ENTP,11,2,1,2,1,2,5,1,4,2,5,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,3,5,4,5,4,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,3,5,4,2,1,1,2,1,5,4,5,4,2,5,4,2,1,2,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,5,4,4,5,4,5,4,2,1,2,1,1,2,1,2,1,2,2,2,1,2.765875,.734090909090909,3,12,12,3,4,3
87,yevronXe,2025-06-04 08:42:02,2025-06-04 08:58:44,1002,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,222.84.188.175,110.2851870,25.2819140,中国,广西壮族自治区,桂林市,COMPUTER,Windows,Chrome,2048px*1152px, ,2,4,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_f2b51b05b2f3473b8b5b285,ENTP,11,2,1,2,1,2,4,2,5,2,3,5,4,5,4,4,5,4,5,4,3,4,4,5,4,5,5,4,5,4,4,3,3,5,5,4,5,4,4,5,4,4,5,4,5,4,5,5,3,5,4,4,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,5,2,1,2,1,1,4,5,4,4,1,4,5,1,2,1,4,5,4,5,4,4,5,4,5,5,4,5,5,4,5,4,4,5,4,5,4,4,5,4,5,5,4,4,4,5,5,4,4,5,4,5,5,4,5,4,4,4,5,5,4,4,5,4,5,2,1,2,1,1,2,1,1,2,2,1,2,1,2.725,.691909090909091,3,12,12,3,5,4
88,kM1jjqB7,2025-06-04 08:44:42,2025-06-04 08:57:41,779,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,1.196.96.138,115.6504970,34.4370540,中国,河南省,商丘市,COMPUTER,Windows,Chrome,1366px*768px, ,1,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_e0bdc0c1e1e8485a937d6cc,ENTP,11,2,1,2,1,2,5,3,4,4,5,4,4,5,4,4,5,4,5,4,3,4,4,5,4,4,5,4,5,4,5,4,4,5,4,4,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,2,1,2,3,2,4,5,5,4,1,4,5,3,2,2,4,5,4,4,5,4,4,5,4,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,4,3,4,5,4,4,5,4,4,5,4,5,4,4,4,5,4,3,4,5,3,4,2,1,1,2,1,2,1,2,1,1,2,1,1,2.4355,.697636363636364,1,12,12,3,3,5
89,2Md1gDQ7,2025-06-04 08:13:56,2025-06-04 08:41:09,1633,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,14.21.56.153,113.5527240,22.2558990,中国,广东省,珠海市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_d56660e2dc714f29ad574d4,ENTJ,12,2,1,2,2,2,4,2,5,3,5,4,2,4,5,4,5,4,5,5,4,3,4,5,4,5,5,3,5,4,5,3,1,4,5,5,3,4,5,4,3,4,5,5,4,5,5,3,4,5,4,3,5,4,4,5,4,5,5,3,5,4,5,5,2,4,5,5,4,5,5,4,4,5,5,4,5,5,3,2,4,5,1,2,2,3,5,5,4,5,4,4,4,5,4,5,5,4,5,4,5,5,3,5,4,5,5,5,4,4,3,5,3,5,5,5,4,5,4,3,3,4,5,5,5,4,5,4,4,5,5,4,5,4,4,3,5,4,5,5,4,3,2,4,5,5,3,2,1,1,1,3,4,2,1,1,3,1,2,2.47075,.979818181818182,2,16,16,3,4,4
90,xLVNg8pL,2025-06-04 08:15:53,2025-06-04 08:41:05,1512,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,119.251.162.36,116.8574610,38.3105820,中国,河北省,沧州市,COMPUTER,Windows,WeChat,1440px*900px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_c7bcab36b9d944c4a3d03eb,INTP,3,1,1,2,1,2,5,4,3,5,5,5,4,5,5,2,4,4,5,5,4,5,4,5,3,4,4,5,3,4,4,5,3,3,4,4,5,4,4,5,3,3,4,5,4,4,5,3,4,4,5,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,4,4,5,4,5,4,4,4,5,4,5,4,4,5,5,4,1,2,1,1,2,5,4,4,5,2,4,5,1,1,4,4,4,5,5,4,4,5,4,4,4,5,5,4,4,5,3,4,4,4,5,5,4,4,3,5,4,4,4,3,5,4,4,5,4,4,5,5,4,4,5,4,4,5,5,5,4,5,2,4,1,5,2,5,1,2,1,1,2,2,2,2,2,2.623375,.969727272727273,4,10,10,2,2,3
91,7YpAQd8M,2025-06-04 06:54:27,2025-06-04 07:14:28,1201,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,60.217.49.19,118.0169740,37.3835420,中国,山东省,滨州市,COMPUTER,Windows,WeChat,1829px*1029px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_bfd80babed0b43e9ae2fdce,ENFJ,10,2,1,1,2,2,4,3,4,3,5,4,4,5,4,4,5,5,5,4,5,4,5,4,5,4,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,4,5,5,4,5,4,4,4,5,4,4,5,4,5,5,5,4,4,5,5,4,4,5,1,1,2,3,2,4,4,5,5,2,4,5,5,3,3,5,4,5,4,5,5,5,4,4,5,4,4,5,4,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,5,4,5,5,4,5,5,4,5,4,4,5,4,4,5,5,5,4,4,3,3,2,2,3,3,2,2,2,1,2,2,2,2.791125,1.09972727272727,4,8,8,2,3,3
92,QL0RgDQM,2025-06-04 06:30:33,2025-06-04 06:44:51,858,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,183.197.44.226,114.5024610,38.0454740,中国,河北省,石家庄市,COMPUTER,Windows,WeChat,1707px*1067px, ,1,2,4,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_87cbee444038413284bf553,ISFJ,6,1,2,1,2,2,4,5,2,4,5,2,4,2,4,4,4,4,5,4,5,2,4,4,4,5,4,5,3,2,4,4,3,4,5,4,4,5,4,2,4,3,4,4,5,4,5,2,4,1,4,4,4,2,4,5,2,4,4,3,4,4,5,4,5,2,2,3,4,4,4,4,4,4,5,4,4,5,5,2,4,4,2,2,1,3,2,4,4,2,4,2,4,5,3,1,2,4,4,4,5,5,4,5,4,4,4,4,4,5,3,4,4,5,5,4,4,4,3,4,4,2,4,4,4,4,5,5,4,4,4,4,3,4,5,5,5,4,5,4,3,4,2,4,1,5,4,2,2,2,2,2,2,1,1,1,1,1,2,2.171125,.888909090909091,2,5,5,3,3,3
93,ekq9vgd7,2025-06-04 03:19:58,2025-06-04 03:37:47,1069,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,76.53.131.179,-118.1325700,33.9400100,United States,California,Downey,COMPUTER,Windows,WeChat,1536px*864px, ,2,2,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_6bc3ac0e9465437f90c8af4,INFP,1,1,1,1,1,2,4,3,2,4,4,2,3,5,5,5,4,5,5,4,3,4,3,4,4,5,4,2,4,3,4,5,2,4,5,4,3,4,3,4,5,5,4,3,4,2,5,5,3,4,3,5,4,2,5,3,2,4,5,2,5,3,4,5,2,4,5,4,3,5,4,5,5,4,5,3,5,4,5,3,4,3,2,1,3,2,2,2,2,4,3,2,5,5,2,2,4,5,3,5,4,5,3,5,4,5,4,5,3,5,4,5,5,4,5,3,4,5,5,5,4,5,3,4,4,3,5,5,4,4,4,5,5,4,5,5,4,5,5,4,5,5,5,4,4,5,1,2,1,1,2,1,1,2,1,3,2,2,1,2.841625,.697090909090909,3,2,2,3,5,3
94,xLVBvdlL,2025-06-04 02:08:39,2025-06-04 02:29:18,1239,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,140.240.84.40,110.3570782,20.0042231,中国,海南省,海口市,COMPUTER,Windows,Chrome,1536px*864px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_c4081c59b87e437399afc30,ENFP,9,2,1,1,1,2,4,2,5,1,4,5,4,5,2,4,5,5,2,4,1,5,1,4,2,4,5,2,4,1,5,2,4,3,5,1,4,5,5,4,5,3,5,2,4,1,5,2,4,1,5,2,4,3,1,4,2,5,4,2,5,1,4,2,5,2,4,1,5,2,2,1,1,2,1,2,2,1,1,2,1,2,4,5,5,4,4,1,2,1,4,4,2,1,4,5,4,5,4,3,5,4,4,3,3,5,5,4,5,3,1,2,3,5,4,2,1,3,1,2,4,3,1,2,2,2,1,2,1,3,4,2,1,2,3,1,4,2,5,4,5,5,4,3,2,4,2,3,1,1,2,2,1,3,1,1,2,1,1,2.479375,.823909090909091,1,4,4,3,4,5
95,KLOk8gYL,2025-06-04 01:15:02,2025-06-04 01:37:01,1319,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,113.220.1.140,111.4692300,27.2378420,中国,湖南省,邵阳市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_ef6f89f421d84c2bacf61eb,ESFJ,14,2,2,1,2,2,4,3,4,3,4,4,3,2,4,3,3,4,4,4,4,3,4,3,4,3,4,3,4,4,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,2,2,2,2,2,4,4,3,4,2,4,4,2,3,2,4,4,4,4,5,4,3,3,4,4,4,4,5,3,4,4,4,4,3,4,4,4,4,3,4,3,3,4,4,4,5,4,5,4,3,3,4,4,3,4,3,4,4,5,4,3,4,3,4,2,1,2,2,2,1,2,2,1,2,2,1,1,2.348125,.807,1,7,7,3,2,5
